image_name	center_x	center_y	radius_x	radius_y	gt_name
../../1obj/san_andres_130/src_color/san_andres_130.png	151.919354839	136.39516129	153.129032258	102.524193548	../../1obj/san_andres_130/human_seg/san_andres_130_38.png
../../1obj/boy_float_lake/src_color/boy_float_lake.png	90.2258064516	171.879032258	83.5725806452	143.451612903	../../1obj/boy_float_lake/human_seg/boy_float_lake_13.png
../../1obj/pic109250805856/src_color/pic109250805856.png	99.5	165.125	152.625	207.833333333	../../1obj/pic109250805856/human_seg/pic109250805856_37.png
../../1obj/b4nature_animals_land009/src_color/b4nature_animals_land009.png	152.524193548	130.14516129	196.677419355	130.14516129	../../1obj/b4nature_animals_land009/human_seg/b4nature_animals_land009_5.png
../../1obj/img_3803/src_color/img_3803.png	137.0	176.583333333	151.583333333	52.625	../../1obj/img_3803/human_seg/img_3803_42.png
../../1obj/london_zoo3/src_color/london_zoo3.png	119.291666667	198.458333333	59.9166666667	222.416666667	../../1obj/london_zoo3/human_seg/london_zoo3_26.png
../../1obj/dscn0756/src_color/dscn0756.png	150.709677419	103.532258065	221.475806452	32.7661290323	../../1obj/dscn0756/human_seg/dscn0756_32.png
../../1obj/bw4/src_color/bw4.png	175.508064516	106.153225806	192.443548387	66.2338709677	../../1obj/bw4/human_seg/bw4_13.png
../../1obj/caterpiller/src_color/caterpiller.png	160.387096774	129.137096774	85.9919354839	123.693548387	../../1obj/caterpiller/human_seg/caterpiller_17.png
../../1obj/dsc01239_d/src_color/dsc01239_d.png	116.166666667	214.083333333	94.2916666667	116.166666667	../../1obj/dsc01239_d/human_seg/dsc01239_d_21.png
../../1obj/sg_01_img_1943_tratada/src_color/sg_01_img_1943_tratada.png	176.453125	265.515625	177.625	158.875	../../1obj/sg_01_img_1943_tratada/human_seg/sg_01_img_1943_tratada_38.png
../../1obj/pict2605/src_color/pict2605.png	134.916666667	175.541666667	202.625	73.4583333333	../../1obj/pict2605/human_seg/pict2605_39.png
../../1obj/palovigna/src_color/palovigna.png	145.9765625	182.71875	87.2526041667	190.940104167	../../1obj/palovigna/human_seg/palovigna_33.png
../../1obj/113334665744/src_color/113334665744.png	160.387096774	122.282258065	168.25	76.314516129	../../1obj/113334665744/human_seg/113334665744_11.png
../../1obj/pic1080629574/src_color/pic1080629574.png	91.1666666667	184.916666667	120.333333333	181.791666667	../../1obj/pic1080629574/human_seg/pic1080629574_36.png
../../1obj/tendrils/src_color/tendrils.png	147.685483871	106.443548387	121.072580645	127.008064516	../../1obj/tendrils/human_seg/tendrils_40.png
../../1obj/moth061304_0679/src_color/moth061304_0679.png	153.733870968	106.556451613	177.927419355	127.725806452	../../1obj/moth061304_0679/human_seg/moth061304_0679_35.png
../../1obj/skookumchuk_starfish1/src_color/skookumchuk_starfish1.png	149.5	112.0	128.935483871	177.927419355	../../1obj/skookumchuk_starfish1/human_seg/skookumchuk_starfish1_44.png
../../1obj/0677845-r1-067-32_a/src_color/0677845-r1-067-32_a.png	153.733870968	82.0806451613	208.774193548	66.3548387097	../../1obj/0677845-r1-067-32_a/human_seg/0677845-r1-067-32_a_8.png
../../1obj/img_4730_modif/src_color/img_4730_modif.png	154.799479167	201.940104167	152.6796875	251.755208333	../../1obj/img_4730_modif/human_seg/img_4730_modif_42.png
../../1obj/img_2592_f/src_color/img_2592_f.png	147.15625	253.796875	195.203125	238.5625	../../1obj/img_2592_f/human_seg/img_2592_f_23.png
../../1obj/cheeky_penguin/src_color/cheeky_penguin.png	139.09375	204.15625	140.25	326.71875	../../1obj/cheeky_penguin/human_seg/cheeky_penguin_20.png
../../1obj/ireland_62_bg_061502/src_color/ireland_62_bg_061502.png	146.475806452	122.282258065	160.991935484	76.314516129	../../1obj/ireland_62_bg_061502/human_seg/ireland_62_bg_061502_7.png
../../1obj/b2chopper008/src_color/b2chopper008.png	156.153225806	128.330645161	196.677419355	141.637096774	../../1obj/b2chopper008/human_seg/b2chopper008_4.png
../../1obj/outside_guggenheim_walls/src_color/outside_guggenheim_walls.png	131.791666667	212.0	248.458333333	185.958333333	../../1obj/outside_guggenheim_walls/human_seg/outside_guggenheim_walls_33.png
../../1obj/dscn1908/src_color/dscn1908.png	158.572580645	101.717741935	140.427419355	187.60483871	../../1obj/dscn1908/human_seg/dscn1908_30.png
../../1obj/snow2_004/src_color/snow2_004.png	176.717741935	51.7177419355	219.661290323	50.5080645161	../../1obj/snow2_004/human_seg/snow2_004_40.png
../../1obj/broom07/src_color/broom07.png	131.791666667	262.0	235.958333333	267.208333333	../../1obj/broom07/human_seg/broom07_14.png
../../1obj/bream_in_basin/src_color/bream_in_basin.png	182.766129032	89.0161290323	191.233870968	125.306451613	../../1obj/bream_in_basin/human_seg/bream_in_basin_14.png
../../1obj/b20nature_landscapes129/src_color/b20nature_landscapes129.png	196.375	198.458333333	177.625	140.125	../../1obj/b20nature_landscapes129/human_seg/b20nature_landscapes129_3.png
../../1obj/picture_458/src_color/picture_458.png	118.048387097	104.685483871	116.838709677	59.3225806452	../../1obj/picture_458/human_seg/picture_458_41.png
../../1obj/yokohm060409_dyjsn191/src_color/yokohm060409_dyjsn191.png	141.637096774	124.096774194	202.725806452	157.362903226	../../1obj/yokohm060409_dyjsn191/human_seg/yokohm060409_dyjsn191_39.png
../../1obj/img_2577/src_color/img_2577.png	158.572580645	115.225806452	194.862903226	95.8709677419	../../1obj/img_2577/human_seg/img_2577_23.png
../../1obj/dscf0034_l/src_color/dscf0034_l.png	171.879032258	137.403225806	137.403225806	188.209677419	../../1obj/dscf0034_l/human_seg/dscf0034_l_34.png
../../1obj/sharp_image/src_color/sharp_image.png	139.208333333	129.333333333	223.916666667	94.5	../../1obj/sharp_image/human_seg/sharp_image_44.png
../../1obj/redberry_rb03/src_color/redberry_rb03.png	125.541666667	223.458333333	164.083333333	333.875	../../1obj/redberry_rb03/human_seg/redberry_rb03_41.png
../../1obj/dscf3772/src_color/dscf3772.png	144.661290323	141.637096774	180.346774194	64.8225806452	../../1obj/dscf3772/human_seg/dscf3772_32.png
../../1obj/culzeancastle/src_color/culzeancastle.png	142.241935484	121.677419355	150.10483871	166.435483871	../../1obj/culzeancastle/human_seg/culzeancastle_13.png
../../1obj/pic1092515922117/src_color/pic1092515922117.png	148.290322581	108.370967742	152.524193548	61.1935483871	../../1obj/pic1092515922117/human_seg/pic1092515922117_44.png
../../1obj/mexico3/src_color/mexico3.png	150.10483871	116.838709677	150.10483871	54.5403225806	../../1obj/mexico3/human_seg/mexico3_35.png
../../1obj/nitpix_p1280114/src_color/nitpix_p1280114.png	151.314516129	100.508064516	189.419354839	76.9193548387	../../1obj/nitpix_p1280114/human_seg/nitpix_p1280114_35.png
../../1obj/bbmf_lancaster_july_06/src_color/bbmf_lancaster_july_06.png	146.475806452	125.911290323	131.35483871	89.0161290323	../../1obj/bbmf_lancaster_july_06/human_seg/bbmf_lancaster_july_06_13.png
../../1obj/img_1965/src_color/img_1965.png	121.375	224.5	194.291666667	123.458333333	../../1obj/img_1965/human_seg/img_1965_24.png
../../1obj/b14pavel013/src_color/b14pavel013.png	196.375	187.0	150.541666667	159.916666667	../../1obj/b14pavel013/human_seg/b14pavel013_2.png
../../1obj/matsumt060102_dyj08/src_color/matsumt060102_dyj08.png	151.84375	170.59375	213.953125	88.5625	../../1obj/matsumt060102_dyj08/human_seg/matsumt060102_dyj08_41.png
../../1obj/110016671724/src_color/110016671724.png	120.333333333	198.458333333	165.125	169.291666667	../../1obj/110016671724/human_seg/110016671724_11.png
../../1obj/pic0203vn0105/src_color/pic0203vn0105.png	118.2109375	230.111979167	67.2213541667	216.205729167	../../1obj/pic0203vn0105/human_seg/pic0203vn0105_36.png
../../1obj/kconnors030466/src_color/kconnors030466.png	148.458333333	172.416666667	202.625	148.458333333	../../1obj/kconnors030466/human_seg/kconnors030466_26.png
../../1obj/oscar2005_05_07/src_color/oscar2005_05_07.png	144.056451613	101.717741935	69.6612903226	82.3629032258	../../1obj/oscar2005_05_07/human_seg/oscar2005_05_07_27.png
../../1obj/carriage/src_color/carriage.png	104.741935484	116.701612903	106.556451613	73.1532258065	../../1obj/carriage/human_seg/carriage_17.png
../../1obj/hot_air_balloons_05/src_color/hot_air_balloons_05.png	168.09375	201.84375	238.09375	254.34375	../../1obj/hot_air_balloons_05/human_seg/hot_air_balloons_05_17.png
../../1obj/crw_0384/src_color/crw_0384.png	162.201612903	83.0080645161	157.967741935	42.4838709677	../../1obj/crw_0384/human_seg/crw_0384_20.png
../../1obj/fullicewater/src_color/fullicewater.png	141.166666667	213.041666667	153.666666667	81.7916666667	../../1obj/fullicewater/human_seg/fullicewater_17.png
../../1obj/dscn6805/src_color/dscn6805.png	228.733870968	102.322580645	176.112903226	124.096774194	../../1obj/dscn6805/human_seg/dscn6805_16_.png
../../1obj/dscf3623/src_color/dscf3623.png	136.193548387	118.653225806	134.983870968	100.508064516	../../1obj/dscf3623/human_seg/dscf3623_41.png
../../1obj/egret_face/src_color/egret_face.png	185.185483871	80.75	159.177419355	104.943548387	../../1obj/egret_face/human_seg/egret_face_16_.png
../../1obj/hpim5083_morguefile/src_color/hpim5083_morguefile.png	98.6935483871	86.4919354839	165.830645161	42.9435483871	../../1obj/hpim5083_morguefile/human_seg/hpim5083_morguefile_17.png
../../1obj/dsc01236/src_color/dsc01236.png	196.677419355	86.5967741935	144.056451613	98.0887096774	../../1obj/dsc01236/human_seg/dsc01236_29.png
../../1obj/img_2528/src_color/img_2528.png	169.421875	134.265625	222.15625	65.125	../../1obj/img_2528/human_seg/img_2528_25.png
../../1obj/114591144943/src_color/114591144943.png	121.072580645	86.5967741935	69.6612903226	45.4677419355	../../1obj/114591144943/human_seg/114591144943_12.png
../../1obj/img_4214/src_color/img_4214.png	194.258064516	99.2983870968	220.266129032	72.685483871	../../1obj/img_4214/human_seg/img_4214_8.png
../../1obj/pict2272/src_color/pict2272.png	159.177419355	108.975806452	202.725806452	44.8629032258	../../1obj/pict2272/human_seg/pict2272_39.png
../../1obj/postjp/src_color/postjp.png	177.625	181.791666667	198.458333333	324.5	../../1obj/postjp/human_seg/postjp_39.png
../../1obj/img_1516/src_color/img_1516.png	141.166666667	187.0	172.416666667	152.625	../../1obj/img_1516/human_seg/img_1516_17.png
../../1obj/dsc04575/src_color/dsc04575.png	151.314516129	124.096774194	146.475806452	94.4596774194	../../1obj/dsc04575/human_seg/dsc04575_41.png
