image_name	center_x	center_y	radius_x	radius_y	gt_name
../../BSDS300/images/test/24077.png	99.3850806452	166.788306452	140.114919355	145.453629032	../../gt_images/24077.png
../../BSDS300/images/test/86016.png	248.727822581	92.1169354839	249.697580645	156.120967742	../../gt_images/86016.png
../../BSDS300/images/test/189080.png	281.502604167	128.518229167	205.09375	134.78125	../../gt_images/189080.png
../../BSDS300/images/test/208001.png	134.947916667	204.927083333	134.947916667	204.927083333	../../gt_images/208001.png
../../BSDS300/images/test/227092.png	127.432291667	228.7265625	247.682291667	219.958333333	../../gt_images/227092.png
../../BSDS300/images/test/21077.png	271.032258065	153.211693548	333.096774194	195.881048387	../../gt_images/21077.png
../../BSDS300/images/test/376043.png	166.263020833	233.736979167	252.692708333	223.716145833	../../gt_images/376043.png
../../BSDS300/images/test/106024.png	229.33266129	162.909274194	286.548387097	147.393145161	../../gt_images/106024.png
../../BSDS300/images/test/37073.png	228.362903226	105.693548387	240.0	136.725806452	../../gt_images/37073.png
../../BSDS300/images/test/304074.png	163.7578125	270.0625	185.052083333	197.411458333	../../gt_images/304074.png
../../BSDS300/images/test/69020.png	261.334677419	109.572580645	271.032258065	160.969758065	../../gt_images/69020.png
../../BSDS300/images/train/181079.png	167.515625	217.453125	154.989583333	288.8515625	../../gt_images/181079.png
../../BSDS300/images/train/271008.png	191.512096774	137.695564516	227.393145161	148.362903226	../../gt_images/271008.png
../../BSDS300/images/train/209070.png	254.546370968	159.030241935	265.213709677	86.2983870968	../../gt_images/209070.png
../../BSDS300/images/train/65019.png	283.639112903	213.336693548	185.693548387	186.183467742	../../gt_images/65019.png
../../BSDS300/images/train/388016.png	152.484375	209.9375	213.861979167	268.809895833	../../gt_images/388016.png
../../BSDS300/images/train/153093.png	240.0	135.756048387	225.453629032	84.3588709677	../../gt_images/153093.png
../../BSDS300/images/train/326038.png	241.939516129	121.209677419	288.487903226	179.39516129	../../gt_images/326038.png
../../BSDS300/images/train/153077.png	287.518145161	148.362903226	268.122983871	91.1471774194	../../gt_images/153077.png
../../synthetic_images/synthetic_1.png	156.758064516	160.790322581	201.919354839	162.403225806	../../gt_synthetic_images/synthetic_1.png
../../apple/apple1/apple1.png	199.5	196.375	292.208333333	196.375	../../fruits/apple1.png
../../banana/banana1/banana1.png	229.708333333	197.416666667	194.291666667	152.625	../../fruits/banana1.png
../../eagle/eagle1/eagle1.png	204.708333333	183.875	270.333333333	246.375	../../fruits/eagle1.png
../../pear/pear1/pear1.png	212.0	195.333333333	277.625	196.375	../../fruits/pear1.png
